time_ps,Mx_eA,My_eA,Mz_eA,M_mag_eA
2937.0000,14.447448,-10.750064,-2.755761,18.217762
2938.0000,17.539312,-20.188554,-8.402943,28.032386
2939.0000,10.171285,-25.324802,-2.567067,27.411502
2940.0000,11.224195,-14.125210,-12.438883,21.914149
2941.0000,12.799284,-22.808950,-12.983125,29.199853
2942.0000,12.379233,-19.972416,-13.138237,26.921294
2943.0000,3.662818,-11.514688,-13.304862,17.972858
2944.0000,16.205714,-18.446314,-13.498214,28.019519
2945.0000,18.010345,-8.796436,-14.487374,24.731232
2946.0000,27.679071,-6.884734,-14.144327,31.836967
2947.0000,19.925153,-18.182366,-10.260828,28.859916
2948.0000,25.430644,-11.770586,-9.218677,29.499972
2949.0000,18.265711,-13.937964,-15.911264,27.947654
2950.0000,5.728051,-8.069108,-11.276416,15.002621
2951.0000,8.986262,-9.166193,4.567353,13.624709
2952.0000,8.577305,-11.715209,-4.824049,15.299926
2953.0000,8.082181,-20.648217,-0.672053,22.183827
2954.0000,-3.065229,-19.263169,9.470669,21.683147
2955.0000,0.362050,-16.617697,-3.289750,16.944066
2956.0000,-6.339707,-13.795949,4.002762,15.701662
2957.0000,-4.550970,-12.162506,1.705499,13.097580
2958.0000,-8.582713,-21.843965,6.730443,24.415582
2959.0000,2.844872,-30.063167,5.425039,30.680912
2960.0000,-4.644624,-17.006399,6.252968,18.705340
2961.0000,-3.933246,-11.819635,11.573691,17.003662
2962.0000,-0.719770,-18.331224,6.603405,19.497610
2963.0000,2.923418,-4.891477,11.644521,12.964096
2964.0000,-1.060163,-0.631963,24.115594,24.147157
2965.0000,2.340568,-5.326847,22.378388,23.122410
2966.0000,0.111747,-8.252801,23.493872,24.901470
2967.0000,-2.723401,-13.376016,23.880936,27.506978
2968.0000,0.574434,-8.566080,10.004367,13.183136
2969.0000,-3.006678,-18.201732,7.115113,19.772910
2970.0000,-12.944327,-11.536108,17.706611,24.782281
2971.0000,-10.940354,-22.262992,7.657042,25.960787
2972.0000,-9.628920,-25.115617,10.260201,28.788574
2973.0000,-2.474778,-25.205567,4.989994,25.813663
2974.0000,-15.704539,-19.251980,15.814778,29.451290
2975.0000,-9.800147,-12.528549,12.654609,20.326007
2976.0000,-16.822718,-17.788086,4.856115,24.960002
2977.0000,-19.490482,-14.821760,1.262316,24.518501
2978.0000,-16.792878,-14.022325,9.262757,23.757631
2979.0000,-23.767668,-7.238973,4.141743,25.188465
2980.0000,-21.884583,-12.973955,-2.354835,25.550024
2981.0000,-22.020553,-15.011093,-5.084850,27.131041
2982.0000,-14.059771,-16.922497,-6.314360,22.889281
2983.0000,-15.201922,-8.717503,-11.122762,20.755942
2984.0000,-18.778082,-1.182567,-11.272399,21.933577
2985.0000,-17.692756,-5.328936,-11.711882,21.876913
2986.0000,-24.331134,-8.872393,-2.793238,26.048524
2987.0000,-20.755953,0.646524,-1.961916,20.858492
2988.0000,-14.352545,2.945566,5.227702,15.556374
2989.0000,-19.499695,-1.079132,-7.886992,21.061987
2990.0000,-6.622195,5.501727,-11.419945,14.301665
2991.0000,-1.021650,-0.102644,-9.308003,9.364466
2992.0000,-3.072162,2.171176,-13.207385,13.732706
2993.0000,-12.463210,2.708805,-13.359668,18.470245
2994.0000,-12.666001,7.027081,-7.571178,16.344118
2995.0000,-6.764348,5.105765,-14.753531,17.014462
2996.0000,-6.951043,8.400835,-20.015474,22.792767
2997.0000,-0.413674,8.635228,-11.202707,14.150580
2998.0000,4.226057,15.765272,-17.022258,23.583058
2999.0000,-0.900878,17.314125,-14.978917,22.911971
3000.0000,-2.862468,15.338404,-13.651084,20.731918
3001.0000,-1.842353,14.882449,-17.597541,23.120445
3002.0000,-2.405053,12.080623,-17.471624,21.377170
3003.0000,-3.608832,21.097006,-17.165557,27.436539
3004.0000,-3.007548,20.893470,-17.895509,27.673664
3005.0000,-5.862434,26.270741,-14.548375,30.596980
3006.0000,7.240054,11.169518,-10.587764,17.008153
3007.0000,8.545796,8.970152,-15.361685,19.735137
3008.0000,13.643892,10.714558,-18.816142,25.593060
3009.0000,10.214923,12.070997,-23.576890,28.388790
3010.0000,-0.398967,9.808429,-27.023047,28.750818
3011.0000,-2.647250,21.424346,-31.515505,38.199969
3012.0000,-9.791819,24.307335,-27.596730,38.056613
3013.0000,-2.948822,21.344857,-24.568861,32.679159
3014.0000,-2.287352,30.029779,-27.247455,40.613340
3015.0000,-6.662655,22.120133,-24.992576,34.034102
3016.0000,-3.032570,24.484687,-23.734824,34.235045
3017.0000,-0.358973,22.844954,-22.416064,32.007823
3018.0000,7.760725,24.716934,-24.315259,35.530093
3019.0000,3.593908,17.182070,-27.139438,32.321646
3020.0000,-0.991211,16.977590,-15.975636,23.333281
3021.0000,-4.729638,20.874795,-13.790217,25.461670
3022.0000,-5.521286,27.746508,-13.156975,31.200309
3023.0000,-4.574909,21.401104,-17.451772,27.991095
3024.0000,-4.727382,30.353679,-10.387518,32.428298
3025.0000,6.467343,30.512696,-6.049340,31.771775
3026.0000,15.332020,35.096812,-7.224859,38.975065
3027.0000,13.128039,42.050957,-4.635504,44.295781
3028.0000,6.196298,34.508109,-1.474121,35.090978
3029.0000,6.851460,33.452874,10.338640,35.678071
3030.0000,2.834071,23.097726,8.165878,24.662086
3031.0000,-0.227016,27.020376,4.275352,27.357465
3032.0000,2.637528,24.573939,2.137055,24.807298
3033.0000,-1.638279,20.010518,-6.404190,21.074117
3034.0000,-4.940600,22.618005,-9.655725,25.084192
3035.0000,-8.762054,16.552240,-6.211739,19.731597
3036.0000,-9.868863,15.180432,-7.232044,19.497242
3037.0000,-7.359947,20.702730,-0.096377,21.972281
3038.0000,-5.872509,12.989566,6.688176,15.746330
3039.0000,2.577811,8.146052,2.638011,8.942168
3040.0000,5.974610,4.084910,-4.878215,8.728083
3041.0000,0.605811,9.180041,-1.662340,9.348985
3042.0000,-6.294058,3.395114,-5.776261,9.192778
3043.0000,-3.257836,9.654003,-10.631485,14.725547
3044.0000,-3.579080,11.875422,-5.283137,13.481357
3045.0000,-6.464853,11.844057,-6.019144,14.775186
3046.0000,0.258055,10.021959,-2.592310,10.355014
3047.0000,1.191447,11.200882,-3.863241,11.908146
3048.0000,3.567667,16.877691,3.260919,17.556147
3049.0000,-1.739920,10.863299,2.256676,11.230814
3050.0000,-5.658772,3.885129,2.080273,7.172410
3051.0000,-8.976397,9.610837,-1.763650,13.268548
3052.0000,-11.028803,0.798111,-3.641769,11.641905
3053.0000,-10.590375,-5.637003,2.005210,12.163581
3054.0000,-16.094432,-5.020204,4.386303,17.420472
3055.0000,-14.901517,-2.830858,3.435174,15.552151
3056.0000,-20.066354,2.480305,0.037535,20.219097
3057.0000,-15.886876,-7.285654,13.990830,22.387874
3058.0000,-10.638488,-7.351071,14.732308,19.602464
3059.0000,-23.128491,-9.503573,8.639711,26.455427
3060.0000,-21.748379,-8.189142,8.574041,24.770309
3061.0000,-25.203379,-6.581637,5.175229,26.557696
3062.0000,-22.494194,1.771449,-1.441271,22.609822
3063.0000,-14.273378,-5.446497,6.260609,16.510265
3064.0000,-12.827317,-5.132401,-0.978046,13.850566
3065.0000,-15.847919,-0.837198,3.620735,16.277812
3066.0000,-6.421261,-5.637197,2.027925,8.781974
3067.0000,-14.181533,-2.742703,0.099103,14.444657
3068.0000,-12.144430,-6.168654,5.370633,14.641829
3069.0000,-17.227219,-19.202120,5.084323,26.293513
3070.0000,-11.167264,-10.485322,5.928763,16.425590
3071.0000,-9.840508,-7.580522,4.971488,13.379672
3072.0000,-13.070680,-2.892726,9.291808,16.295650
3073.0000,-28.711933,-0.785109,-0.655937,28.730154
3074.0000,-21.973373,-2.157642,11.747117,25.009584
3075.0000,-20.633424,-5.366037,1.357452,21.362940
3076.0000,-20.159621,-9.591474,0.087836,22.325197
3077.0000,-8.152277,-5.776102,14.765394,17.828064
3078.0000,-9.946358,-8.669141,12.006612,17.839360
3079.0000,-17.773781,-2.599100,3.852386,18.371269
3080.0000,-6.195524,-3.278224,14.555807,16.155580
3081.0000,-4.542796,1.850591,7.010730,8.556403
3082.0000,-12.856171,1.320191,-0.219349,12.925640
3083.0000,-2.312063,1.580545,12.753652,13.057542
3084.0000,-4.721520,-8.347856,6.085134,11.358182
3085.0000,-6.960896,-3.169517,4.780979,9.019848
3086.0000,-4.030159,-0.724042,5.215669,6.630960
3087.0000,-0.960778,-5.482809,2.857061,6.256763
3088.0000,-8.902982,-3.832301,2.275615,9.956307
3089.0000,-6.163975,-1.668135,7.769989,10.057335
3090.0000,-12.298574,7.800228,4.368197,15.204592
3091.0000,3.318340,6.620628,3.497781,8.190151
3092.0000,-3.578946,11.428660,-0.053698,11.976059
3093.0000,-7.129760,5.988098,0.349044,9.317330
3094.0000,0.353490,-0.632501,-9.044806,9.073782
3095.0000,-8.536225,-2.498958,2.468351,9.230638
3096.0000,-1.597934,1.614101,-6.287755,6.685400
3097.0000,-7.444930,-0.914319,-13.581203,15.514897
3098.0000,-1.820487,2.330900,-20.490720,20.703065
3099.0000,-0.565599,-3.973149,-25.732014,26.043086
3100.0000,-4.532552,-1.020463,-14.785786,15.498543
3101.0000,-0.447555,-4.459712,-5.993052,7.483716
3102.0000,3.880062,-1.035231,1.278919,4.214525
3103.0000,-0.835694,-4.502538,-5.574467,7.214286
3104.0000,-8.305062,-3.089761,-8.516724,12.290454
3105.0000,-1.399745,5.545870,-7.652024,9.553503
3106.0000,2.344025,-2.367983,-6.503374,7.307234
3107.0000,9.130978,-0.149826,-14.084914,16.786364
3108.0000,12.355588,-1.001345,-5.230988,13.454608
3109.0000,13.933529,-2.516219,-4.809606,14.953491
3110.0000,-3.075539,-3.832648,-11.455679,12.465180
3111.0000,-7.275605,-4.852543,-4.793218,9.972790
3112.0000,-12.251238,-0.737665,-4.789394,13.174797
3113.0000,-14.150917,2.668552,-5.837966,15.538709
3114.0000,-14.575390,8.663647,-9.691263,19.530012
3115.0000,-13.180729,9.464591,-17.151335,23.610980
3116.0000,-11.896465,11.793623,-9.150587,19.087919
3117.0000,-0.904183,14.143132,-6.235893,15.483284
3118.0000,4.302802,12.200426,-0.643873,12.952956
3119.0000,-0.021933,0.997501,-1.677585,1.951866
3120.0000,-9.633149,2.347225,-5.700910,11.437107
3121.0000,-10.104470,0.396661,-6.629127,12.091442
3122.0000,-7.035238,0.653691,-16.747409,18.176842
3123.0000,-10.398387,-6.224850,-6.056833,13.548447
3124.0000,-9.304261,-10.134430,-17.523217,22.278668
3125.0000,-13.679807,-5.330552,-21.403412,25.954922
3126.0000,-1.730960,5.253152,-25.622748,26.212917
3127.0000,4.878744,2.409811,-33.687953,34.124588
3128.0000,4.678530,-4.129294,-23.686625,24.494814
3129.0000,7.537079,-9.937323,-15.657214,20.017650
3130.0000,3.973167,-9.132726,-13.618162,16.871487
3131.0000,8.481909,-6.919948,-10.460886,15.141288
3132.0000,14.490812,-0.876581,-13.373597,19.738417
3133.0000,8.749325,-3.426595,-5.998995,11.148103
3134.0000,8.663261,-1.096864,-5.745036,10.452781
3135.0000,16.117377,0.555621,-8.614643,18.283616
3136.0000,10.962395,-11.089232,-12.417579,19.933425
3137.0000,18.992039,-14.869577,-12.008871,26.944663
3138.0000,9.181953,-15.462887,-3.976881,18.418054
3139.0000,9.513143,-19.513351,-11.526598,24.579122
3140.0000,13.533131,-20.234493,-14.097272,28.130294
3141.0000,20.917306,-12.113345,-6.592989,25.054627
3142.0000,13.328748,-15.644277,-7.977722,22.046383
3143.0000,18.956311,-24.708386,-6.692297,31.853303
3144.0000,14.082859,-18.768127,-14.968360,27.832020
3145.0000,8.290543,-22.013994,-20.356722,31.108603
3146.0000,4.012326,-13.255544,-18.010574,22.719793
3147.0000,17.872426,-5.609961,-12.236157,22.374512
3148.0000,14.592023,-10.161210,-14.632249,23.027811
3149.0000,12.109853,-1.800674,-13.106179,17.934963
3150.0000,12.498214,-4.905212,-18.616932,22.953357
3151.0000,7.248815,-6.708670,-18.521605,20.990508
3152.0000,7.374745,-9.358922,-12.642021,17.372305
3153.0000,13.079130,3.307964,-20.686204,24.696666
3154.0000,12.082977,-4.400780,-18.889602,22.851308
3155.0000,1.065223,-9.960219,-20.307270,22.643451
3156.0000,4.738470,-8.718862,-18.262272,20.784182
3157.0000,4.624761,-3.221259,-10.675218,12.071670
3158.0000,9.023280,-15.343074,-8.926909,19.912790
3159.0000,2.402499,-9.391057,-13.014060,16.227437
3160.0000,13.317706,-9.108086,-18.022644,24.189548
3161.0000,5.699242,-6.151916,-17.157322,19.097150
3162.0000,13.864972,-3.755392,-13.441047,19.672371
3163.0000,8.741626,0.034297,-22.549743,24.184874
3164.0000,12.985392,-4.494128,-14.600748,20.049924
3165.0000,7.896859,-14.708430,-13.366047,21.385731
3166.0000,3.409785,-7.991083,-10.973865,13.996777
3167.0000,3.513600,-5.892523,-2.645264,7.352866
3168.0000,6.329874,-8.796835,-15.409963,18.839283
3169.0000,6.054200,-6.887267,-10.122513,13.658442
3170.0000,3.352755,-16.229341,-5.452719,17.446049
3171.0000,2.583019,-14.255926,-0.857507,14.513398
3172.0000,4.220502,-12.532609,-8.292145,15.608926
3173.0000,14.963674,-14.853124,-18.273347,27.900574
3174.0000,4.862862,-12.611820,-12.217482,18.220107
3175.0000,8.138609,-11.346680,-11.663818,18.194196
3176.0000,3.861233,-8.585063,-14.990399,17.700975
3177.0000,-13.527129,-5.388040,-17.051265,22.422306
3178.0000,-9.313370,-4.385080,-13.368359,16.872487
3179.0000,-2.362026,8.573884,-7.976279,11.946200
3180.0000,-11.581219,-0.506182,-1.673505,11.712450
3181.0000,-10.441717,1.986777,0.373316,10.635605
3182.0000,-13.788929,1.397274,-3.272821,14.240726
3183.0000,-21.352298,-1.693587,-5.549307,22.126538
3184.0000,-11.427445,-6.753061,-3.394534,13.700847
3185.0000,-8.067441,-1.485294,-10.863202,13.612453
3186.0000,-8.592186,0.677933,-11.039159,14.005295
3187.0000,-11.756319,10.866583,-2.998807,16.287618
3188.0000,-5.834954,13.491767,-1.097489,14.740385
3189.0000,-9.324619,10.286814,-2.057258,14.035647
3190.0000,-13.946812,5.710253,-3.684154,15.514302
3191.0000,-19.667854,4.002721,-11.790738,23.278053
3192.0000,-16.925179,7.612227,-4.326308,19.055830
3193.0000,-21.617749,1.720875,-3.533458,21.972114
3194.0000,-15.285645,2.133263,-6.677008,16.816189
3195.0000,-22.961749,1.415325,0.214757,23.006329
3196.0000,-15.150700,4.769510,-6.860051,17.301798
3197.0000,-19.116008,4.793239,-10.343014,22.257018
3198.0000,-24.954374,-0.121027,-12.094034,27.730869
3199.0000,-17.928351,-1.893145,-22.254782,28.640620
3200.0000,-6.006387,4.620668,-11.701768,13.941256
3201.0000,-7.313496,1.358240,-7.219233,10.365779
3202.0000,5.646106,12.618708,-12.902792,18.910112
3203.0000,-9.869829,8.323617,-7.965360,15.170467
3204.0000,-3.879607,8.219630,-5.094355,10.419506
3205.0000,-4.692123,-0.053091,-12.692751,13.532360
3206.0000,-12.638683,1.016199,-24.725047,27.786632
3207.0000,-5.300714,3.809067,-11.843693,13.523300
3208.0000,0.320937,-2.513056,-20.090982,20.250087
3209.0000,-3.875628,-1.948757,-10.514279,11.374014
3210.0000,-4.514222,3.126871,-4.685944,7.218975
3211.0000,-0.370863,0.481995,-5.587429,5.620429
3212.0000,2.617588,-5.411769,-9.083084,10.892265
3213.0000,10.193472,-4.375944,-1.747550,11.229857
3214.0000,6.165850,-14.359551,0.100278,15.627683
3215.0000,-2.533362,-9.918244,-7.547455,12.718237
3216.0000,-5.975700,-17.776746,-9.727020,21.126680
3217.0000,-6.254314,-9.361568,-26.186677,28.504340
3218.0000,-5.202661,-8.111856,-16.605478,19.199265
3219.0000,-6.832554,-14.212323,-12.863668,20.350624
3220.0000,-4.201954,-6.631320,-13.647263,15.744161
3221.0000,5.547930,-7.975322,-6.437840,11.654659
3222.0000,6.445632,-4.009188,-11.352471,13.656440
3223.0000,8.606963,5.803295,-5.141836,11.584322
3224.0000,13.149681,-9.418948,-2.164161,16.319138
3225.0000,10.095812,-24.142879,-11.311796,28.508959
3226.0000,13.905849,-13.443032,-7.402030,20.709364
3227.0000,11.150478,-8.307551,-10.739065,17.569180
3228.0000,12.773137,-11.064691,-6.324509,18.043831
3229.0000,13.902320,0.448819,-15.421493,20.767724
3230.0000,12.586617,-4.631488,-7.939708,15.585652
3231.0000,16.768562,-15.194084,-1.737976,22.695053
3232.0000,8.886033,-8.068883,0.726942,12.024845
3233.0000,8.076229,-7.733240,4.736775,12.143538
3234.0000,2.646874,-13.409190,7.121584,15.411985
3235.0000,-2.010295,-13.605659,1.430351,13.827550
3236.0000,-10.035152,-13.126786,-1.874286,16.629184
3237.0000,-1.804638,-4.664969,-3.739640,6.245283
3238.0000,10.714364,-9.269171,1.748102,14.274838
3239.0000,-13.487038,-14.467257,1.095592,19.809140
3240.0000,-10.676130,-9.937108,-15.212370,21.074678
3241.0000,-11.438817,-1.920463,-5.901084,13.013743
3242.0000,-21.057628,-5.105918,-9.464253,23.644581
3243.0000,-14.377787,-11.989117,-10.634647,21.530337
3244.0000,-18.581615,-5.588946,-15.192528,24.643978
3245.0000,-25.286148,-2.582128,-7.127423,26.398045
3246.0000,-26.876047,0.217356,-13.504994,30.079129
3247.0000,-20.026821,-7.468413,-20.441658,29.575533
3248.0000,-26.033408,-3.799480,-14.716324,30.145391
3249.0000,-18.463712,-1.018934,-23.696976,30.058170
3250.0000,-15.025515,-10.775323,-15.788277,24.313440
3251.0000,-9.594361,-17.307856,-14.434194,24.494073
3252.0000,-20.093301,-25.051991,-11.342464,34.058692
3253.0000,-20.330699,-25.882279,-11.050689,34.718113
3254.0000,-20.243615,-19.652803,-11.409645,30.433808
3255.0000,-20.940807,-13.183417,-1.051278,24.767419
3256.0000,-11.239344,-14.224664,-6.586461,19.288478
3257.0000,-20.114869,-23.934574,-3.514406,31.461450
3258.0000,-11.972321,-17.991136,-6.679717,22.619374
3259.0000,-5.471905,-17.386953,-6.101066,19.221625
3260.0000,-9.010846,-21.376821,1.014423,23.220527
3261.0000,-14.877636,-18.088128,-6.776452,24.381238
3262.0000,-14.863106,-23.675249,-14.272086,31.386650
3263.0000,-18.519598,-15.958637,-6.684984,25.344479
3264.0000,-11.146158,-10.357266,-4.336908,15.821459
3265.0000,-9.624140,-9.010299,-2.139807,13.356210
3266.0000,-7.744575,-3.873284,2.574104,9.033648
3267.0000,-8.098849,3.142157,3.282858,9.286639
3268.0000,-5.958240,9.250857,4.816215,12.011449
3269.0000,-0.872759,-7.568886,3.188668,8.259380
3270.0000,10.541596,-2.814715,-9.255417,14.307712
3271.0000,4.107851,-4.352295,-5.342889,8.022679
3272.0000,6.031872,-3.334669,4.544601,8.255719
3273.0000,-1.239071,-11.036218,7.211610,13.241628
3274.0000,-2.948280,-14.932392,1.418264,15.286601
3275.0000,-13.995425,-7.066643,4.706088,16.369381
3276.0000,-17.616264,-7.369332,6.071879,20.037653
3277.0000,-15.813108,0.683067,4.611395,16.485931
3278.0000,-16.057652,0.988322,-5.256969,16.925150
3279.0000,-17.136475,9.033720,-3.070925,19.613706
3280.0000,-13.444167,11.004290,-9.477109,19.790291
3281.0000,-8.514134,14.392043,-18.473705,24.917848
3282.0000,-1.477846,2.232806,-13.216252,13.484761
3283.0000,-0.542516,1.903261,-11.552758,11.721047
3284.0000,-3.802765,-1.222338,-6.767687,7.858544
3285.0000,2.009006,-2.135849,-12.036569,12.388581
3286.0000,-8.087757,4.424238,-8.448755,12.504685
3287.0000,-0.062425,-2.642241,-12.588463,12.862921
3288.0000,-8.026790,2.266085,-6.586986,10.627929
3289.0000,-1.359734,4.094193,-8.160163,9.230360
3290.0000,-4.651813,10.083262,-12.477192,16.703050
3291.0000,-12.201759,4.609681,-7.706839,15.150163
3292.0000,-15.786970,8.680872,-10.029663,20.619895
3293.0000,-3.977492,1.521245,-13.208475,13.877984
3294.0000,-7.423194,-0.086720,-11.807844,13.947634
3295.0000,-18.696300,-0.407680,-13.457786,23.039745
3296.0000,-27.432138,-2.219804,-15.400195,31.537528
3297.0000,-15.183180,5.509693,0.720585,16.168021
3298.0000,-17.052356,-10.600212,-8.545818,21.821511
3299.0000,-16.756718,-11.011623,-6.919133,21.211267
3300.0000,-7.584095,-4.613653,3.319934,9.477671
3301.0000,-16.660678,3.521724,-15.207066,22.830584
3302.0000,-23.293044,1.995246,-16.835255,28.809248
3303.0000,-15.227899,-0.859660,-12.328077,19.611461
3304.0000,-13.535487,5.288726,-10.528351,17.945089
3305.0000,-19.924868,2.151068,-8.609557,21.811738
3306.0000,-24.909203,6.135105,-15.738996,30.096909
3307.0000,-15.553069,8.865106,-11.527547,21.292543
3308.0000,-7.867459,7.458964,-8.747497,13.930246
3309.0000,-10.909904,1.392229,-4.682828,11.953793
3310.0000,-7.995127,14.221689,-3.608631,16.709300
3311.0000,-6.885152,9.992021,-1.748292,12.259785
3312.0000,2.049502,2.549160,3.401785,4.719196
3313.0000,-1.593589,0.747637,1.746431,2.479618
3314.0000,-5.628429,-7.081117,-1.938832,9.250973
3315.0000,-1.321146,-0.124433,12.711484,12.780561
3316.0000,1.354754,-1.899826,2.640443,3.523724
3317.0000,2.286960,-9.535735,13.736961,16.877930
3318.0000,4.145376,-4.743606,4.516991,7.751719
3319.0000,12.655310,6.119214,6.556408,15.510904
3320.0000,9.409554,2.189984,11.641208,15.127903
3321.0000,11.225021,-1.354927,12.709326,17.010699
3322.0000,19.499258,4.047074,4.153480,20.343334
3323.0000,26.000018,-0.652990,1.826503,26.072274
3324.0000,16.542722,-3.189102,6.108699,17.920608
3325.0000,23.372588,15.099430,17.410000,32.823448
3326.0000,16.873893,8.930270,10.540577,21.807837
3327.0000,13.358478,16.139195,5.114844,21.565810
3328.0000,11.916978,21.218596,9.160667,26.003096
3329.0000,18.979234,17.985239,7.325417,27.154040
3330.0000,25.414511,11.656950,18.089970,33.302085
3331.0000,22.246069,14.556876,12.499683,29.377411
3332.0000,12.537836,9.842155,11.050028,19.395063
3333.0000,15.683922,17.017628,12.560698,26.331658
3334.0000,9.068368,0.997429,16.796230,19.113961
3335.0000,20.159232,-3.826741,12.869903,24.221334
3336.0000,12.987933,-3.984787,15.152348,20.350886
3337.0000,5.110610,3.572938,17.773399,18.835550
3338.0000,3.263459,8.045493,16.603173,18.736207
3339.0000,0.490749,-0.929098,17.329053,17.360879
3340.0000,7.574586,12.816990,31.585169,34.918083
3341.0000,4.713018,-1.375616,22.079555,22.618834
3342.0000,-2.414408,1.323030,17.213505,17.432284
3343.0000,3.381943,10.364464,21.657173,24.246500
3344.0000,9.425406,1.305727,19.151537,21.385149
3345.0000,6.897934,5.215186,30.161482,31.376657
3346.0000,9.594158,-0.301091,31.786036,33.203774
3347.0000,5.689886,-6.908554,22.612802,24.319575
3348.0000,14.690516,-6.985711,15.779499,22.662833
3349.0000,3.383530,-1.814521,12.433184,13.012488
3350.0000,2.843637,-3.414889,20.549007,21.024020
3351.0000,5.621591,4.010037,22.436689,23.475257
3352.0000,16.421796,2.294758,21.804257,27.392826
3353.0000,19.675465,18.160477,18.030679,32.280524
3354.0000,18.916312,9.211059,24.079584,31.976504
3355.0000,9.368426,15.869962,22.186644,28.842161
3356.0000,14.721305,12.247753,16.696727,25.406790
3357.0000,12.260501,10.927895,13.274740,21.117706
3358.0000,9.502412,3.082808,18.091467,20.666415
3359.0000,10.037997,11.927609,19.141901,24.686872
3360.0000,11.831797,-2.207434,19.176460,22.640689
3361.0000,9.521988,-0.369594,25.262348,26.999835
3362.0000,17.559139,5.574758,12.566128,22.300423
3363.0000,10.588829,2.568268,12.866111,16.859897
3364.0000,2.532724,-7.804259,22.593664,24.037362
3365.0000,-8.312869,-4.880178,15.389751,18.159415
3366.0000,-1.426444,7.125191,23.325447,24.431119
3367.0000,-4.241400,-6.456728,26.195332,27.310698
3368.0000,5.350216,-7.187237,15.721894,18.095832
3369.0000,10.699037,-1.695081,8.937093,14.043302
3370.0000,-4.622194,-7.764758,19.785122,21.751028
3371.0000,-0.684338,-3.339508,16.778160,17.120961
3372.0000,-11.549549,2.965226,19.810014,23.121879
3373.0000,-5.504357,0.651927,22.851484,23.514108
3374.0000,-10.930368,-0.851955,18.048269,21.117263
3375.0000,-12.678225,3.197123,19.135141,23.175689
3376.0000,-2.246292,5.409800,12.811931,14.087489
3377.0000,-3.737968,-0.970101,15.758500,16.224790
3378.0000,0.571235,-2.293158,22.240804,22.366006
3379.0000,-10.083164,-3.880912,22.190182,24.680678
3380.0000,-2.967004,-2.491958,23.918908,24.230706
3381.0000,-15.942063,-3.168551,19.390357,25.301681
3382.0000,-10.856336,-0.376796,21.887078,24.434529
3383.0000,-14.884195,6.241988,24.593241,29.416478
3384.0000,-9.621790,-0.981269,18.741024,21.089516
3385.0000,-11.172877,-4.112082,9.777440,15.405866
3386.0000,-5.426160,-3.332537,7.313341,9.697112
3387.0000,-4.570688,-2.228600,10.402080,11.578477
3388.0000,-5.237345,-2.772831,5.022270,7.767983
3389.0000,-3.527388,-9.990213,10.708276,15.063665
3390.0000,-7.580152,-3.404052,8.110586,11.611541
3391.0000,-11.896999,-5.830628,2.515973,13.485731
3392.0000,-8.940854,-12.962686,2.414852,15.931152
3393.0000,-2.302447,-9.406526,12.312537,15.664692
3394.0000,8.557095,-15.901266,14.205838,22.975638
3395.0000,3.404052,-6.927958,19.112864,20.612757
3396.0000,3.483441,-10.901647,23.367619,26.019721
3397.0000,2.801348,-4.669022,20.812305,21.512772
3398.0000,-0.583616,-11.641350,14.386879,18.516045
3399.0000,-4.944824,-16.848329,10.324222,20.369267
3400.0000,-8.802655,-9.412372,13.940150,18.984395
3401.0000,-2.077324,-20.619904,3.004369,20.940916
3402.0000,-3.225972,-13.815218,4.017912,14.744855
3403.0000,-7.106300,-19.452971,0.998774,20.734395
3404.0000,3.095179,-14.034328,-3.355128,14.758028
3405.0000,4.061381,-12.820824,11.354400,17.600873
3406.0000,-6.133138,-16.902983,-4.102535,18.443346
3407.0000,-6.477023,-20.783317,-13.710450,25.726922
3408.0000,-3.703599,-18.608996,-5.733496,19.821311
3409.0000,-0.264538,-12.234672,6.332478,13.778877
3410.0000,-2.775745,-5.849799,2.599776,6.977373
3411.0000,-1.599172,-8.147757,12.393070,14.917489
3412.0000,-0.363273,-1.086727,11.509485,11.566382
3413.0000,-5.643988,-3.696581,17.571172,18.821939
3414.0000,-7.918324,3.461586,8.391653,12.045841
3415.0000,2.550851,7.845379,4.760679,9.524751
3416.0000,-2.469095,16.746490,8.151695,18.788068
3417.0000,-7.900102,2.639863,13.007980,15.446295
3418.0000,-2.653254,2.132644,6.755726,7.564903
3419.0000,-2.599701,6.284090,7.135591,9.857225
3420.0000,1.727450,-7.262057,-0.192073,7.467158
3421.0000,-3.679245,-7.395509,0.807264,8.299522
3422.0000,-2.780142,-2.127083,-2.860892,4.520882
3423.0000,1.334549,2.775622,-2.481939,3.955391
3424.0000,-3.590748,4.405753,-11.031505,12.409602
3425.0000,-4.159276,2.978758,-13.819741,14.736276
3426.0000,-9.266676,-3.884431,-8.169311,12.949816
3427.0000,-0.743708,5.867370,-11.118863,12.593976
3428.0000,-5.626660,7.871014,-12.620386,15.902399
3429.0000,4.439481,-9.419499,-10.863806,15.048529
3430.0000,-9.415643,-8.682998,-12.630152,17.988038
3431.0000,2.643742,-14.593943,-10.691107,18.283115
3432.0000,-3.685337,-1.203570,-10.106604,10.824681
3433.0000,4.839306,3.081075,-12.813099,14.038782
3434.0000,-1.118041,3.760441,-9.319298,10.111392
3435.0000,9.872499,-0.315909,-14.077388,17.197061
3436.0000,10.280519,-2.134254,-6.594842,12.399034
3437.0000,7.343204,-11.378292,-18.805695,23.174174
3438.0000,15.117919,-8.483815,-13.417155,21.921374
