#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
31500,63.00000000003103,-53668.32038856925,13253.986418376315,-40414.333970192936,289.4920839448697,43.71490971865815,1.2053203167600053,98.1
32000,64.00000000003224,-53707.358577715146,13193.930402978633,-40513.42817473652,288.1803471962342,43.62010456036084,1.2079399937319224,98.1
32500,65.00000000002991,-53622.8934420322,13211.502963895924,-40411.39047813627,288.56416509973997,43.6448874330749,1.2072540892681574,98.1
33000,66.00000000002758,-53498.44724880651,12954.875069614318,-40543.57217919219,282.958927432455,43.75030857004489,1.2043450789580115,98.1
33500,67.00000000002525,-53553.27369950595,13179.584031738032,-40373.68966776792,287.8669953655933,43.80017370115245,1.2029739696635429,98.1
34000,68.00000000002292,-53456.23893662685,13228.843245166445,-40227.395691460406,288.9429095772681,43.69272031263802,1.2059324402831353,98.1
34500,69.00000000002059,-53701.802480695515,13395.268708556894,-40306.53377213862,292.5779558718375,43.280735909696276,1.2174115740352678,98.1
35000,70.00000000001826,-53684.80874106758,13506.088464675302,-40178.720276392276,294.9984685484236,43.15811912292723,1.2208703692380536,98.1
35500,71.00000000001593,-53487.18930419933,13418.458302808696,-40068.73100139064,293.084460387074,43.45423119746858,1.21255093870577,98.1
36000,72.0000000000136,-53411.99599887717,13344.44647170259,-40067.54952717458,291.4679022779019,43.71189943125042,1.2054033230035919,98.1
36500,73.00000000001127,-53590.42830454165,13500.637005157476,-40089.791299384175,294.8793983814157,43.41565550970094,1.2136283147321072,98.1
37000,74.00000000000894,-53684.05192640193,13478.246833008812,-40205.80509339312,294.3903547540423,43.51354777356998,1.2108980197020875,98.1
37500,75.00000000000661,-53568.82312512144,13250.407271107284,-40318.41585401415,289.413908611883,43.1462362360644,1.2212066086354478,98
38000,76.00000000000428,-53888.64294097054,13454.146857743068,-40434.49608322747,293.8639657988652,43.21720007053134,1.2192013537026039,98
38500,77.00000000000195,-53687.41146966202,13180.048913371182,-40507.36255629084,287.87714925805403,43.609210585577316,1.2082417480552643,98
39000,77.99999999999962,-53683.66395007473,13260.850207205298,-40422.81374286943,289.64200205019574,43.27033764710777,1.2177041293032285,98
39500,78.99999999999729,-53834.2249138724,13445.723380316635,-40388.50153355577,293.679981150227,43.28376952996587,1.2173262495714434,98
40000,79.99999999999496,-53697.25083220797,13284.617000930448,-40412.63383127752,290.16111369155385,43.57021514488907,1.2093231271411073,97.9
40500,80.99999999999262,-53578.2797561874,13139.158317442227,-40439.12143874518,286.9840214506489,43.10567561625788,1.2223557124657425,97.9
41000,81.9999999999903,-53726.546970510215,13222.810212259315,-40503.7367582509,288.8111367495571,43.36262417381607,1.2151125498775623,97.9
