#"Step"	"Acceleration (nm/ps^2)"	"VelocityAmplitude (nm/ps)"	"1/Viscosity (1/Pa.s)"
21400	0.02	-0.014723670439950563	-1939.3157959708062
21450	0.02	-0.013518188553392657	-1780.5367691043039
21500	0.02	-0.01755482654695383	-2312.21912748473
21550	0.02	-0.0163037785598826	-2147.4384002374245
21600	0.02	-0.01609043564729086	-2119.3381189906395
21650	0.02	-0.015236946689535675	-2006.9215429601013
21700	0.02	-0.014555993977689865	-1917.2304325961716
21750	0.02	-0.009458750759556827	-1245.8513543190256
21800	0.02	-0.006272440081901461	-826.1691389876534
21850	0.02	-0.0021429178781271186	-282.25261543779277
21900	0.02	0.0001149874106090942	15.145469510573086
21950	0.02	0.002883362905088211	379.7797057574332
22000	0.02	0.004740982531484613	624.4545033270006
22050	0.02	0.006949806692430374	915.3879090504216
22100	0.02	0.01138717617539885	1499.8522765446774
22150	0.02	0.019759278902065275	2602.576704501173
22200	0.02	0.021811256418498855	2872.851187132825
22250	0.02	0.023787781317524213	3133.1874920944533
22300	0.02	0.021543498350974265	2837.5836597885495
22350	0.02	0.019475671739309388	2565.2216269866285
22400	0.02	0.022654551589376466	2983.9250971485903
22450	0.02	0.022246680524314583	2930.202704867403
22500	0.02	0.01881701106187862	2478.4666930769154
22550	0.02	0.018530249315608	2440.6961122634634
22600	0.02	0.017658299263786367	2325.8479488458
22650	0.02	0.01698471549979077	2237.12743321393
22700	0.02	0.01866657839650285	2458.652581820959
22750	0.02	0.011423254334784156	1504.6042807864749
22800	0.02	0.009742589335021614	1283.2369121627507
22850	0.02	0.007264363827985222	956.8195360489199
22900	0.02	0.004234104909893607	557.6915462107959
22950	0.02	0.005193413530928119	684.046069668158
23000	0.02	0.002296710917789376	302.50933555006276
23050	0.02	0.0011147621851625561	146.82995814486162
23100	0.02	0.0032590238677817564	429.25957165448847
23150	0.02	-0.001214607843514633	-159.9810445666206
23200	0.02	0.002819205456799752	371.32926173245755
23250	0.02	-0.0013762788665375655	-181.2754065925738
23300	0.02	-0.004092583667181614	-539.0511954520548
23350	0.02	-0.0027894438939341532	-367.4092426574974
23400	0.02	-0.002128585594376436	-280.36485080849104
23450	0.02	-0.0029850475243617396	-393.17300936122484
23500	0.02	-0.005202860855260425	-685.2904160002782
23550	0.02	-0.008955343065953247	-1179.5454358321724
23600	0.02	-0.004534009174223322	-597.1931826720079
23650	0.02	-0.0053788940222488585	-708.4764756684666
