#"Step"	"Acceleration (nm/ps^2)"	"VelocityAmplitude (nm/ps)"	"1/Viscosity (1/Pa.s)"
21200	0.02	-0.005218117779214345	-711.7669322616754
21250	0.02	-0.0038774164195717097	-528.8912414075734
21300	0.02	-0.00012825916405273787	-17.494935069481926
21350	0.02	-0.002726143898937558	-371.8542129462661
21400	0.02	-0.003102759110540479	-423.2256585800697
21450	0.02	-0.005586308733536565	-761.9892839089168
21500	0.02	-0.00454068332413233	-619.362838620331
21550	0.02	-0.007296104967728258	-995.2106238431828
21600	0.02	-0.008477231899720905	-1156.31988365039
21650	0.02	-0.006294555483055555	-858.5962670240689
21700	0.02	-0.008161384202537716	-1113.2373094353172
21750	0.02	-0.007407929285661377	-1010.4637965570217
21800	0.02	-0.006268433951831593	-855.033211736333
21850	0.02	-0.003489994973787366	-476.04579298616517
21900	0.02	-0.006635561550812779	-905.1105185223781
21950	0.02	-0.0061986108011200325	-845.5091243382342
22000	0.02	-0.011685613148116057	-1593.9527189598161
22050	0.02	-0.008614451082958587	-1175.0369922387752
22100	0.02	-0.005345020552202158	-729.076851517395
22150	0.02	-0.007629171271072388	-1040.6418676367414
22200	0.02	-0.006201172889784636	-845.8586009246483
22250	0.02	-0.005348489510302668	-729.5500278177037
22300	0.02	-0.005400911636577024	-736.700563236732
22350	0.02	-0.004443981075622337	-606.1723615791772
22400	0.02	-0.003403785430379871	-464.286552424893
22450	0.02	-0.0025670929347320465	-350.15918388487466
22500	0.02	-0.004932429393867306	-672.7981787331053
22550	0.02	0.00032562762723012303	44.416586037298906
22600	0.02	-0.002907121920208842	-396.54015842648573
22650	0.02	0.003937360855640439	537.0678424679694
22700	0.02	0.003964937633215143	540.8293977272616
22750	0.02	0.0032599553799635504	444.6677017044938
22800	0.02	0.0022817724703386617	311.2406158790501
22850	0.02	0.002078262387985235	283.48122961567054
22900	0.02	-0.0003374130475329278	-46.02415275182501
22950	0.02	-0.0002548465400282898	-34.76183322576304
23000	0.02	0.0007398956676238917	100.92399056919201
23050	0.02	0.0033220452445400493	453.1369456549077
23100	0.02	0.005132623056028167	700.1051953248082
23150	0.02	0.006449552553268633	879.7383327732477
23200	0.02	0.006024034194389961	821.6963510214109
23250	0.02	0.0074365172838059546	1014.3632853381914
23300	0.02	0.011546725627016969	1575.008044078022
23350	0.02	0.013718449537587274	1871.237705988545
23400	0.02	0.012080456701693994	1647.810565168834
23450	0.02	0.015116410319202753	2061.923753918724
23500	0.02	0.012834935695478514	1750.7237652121523
23550	0.02	0.014456711796622293	1971.9388947219752
23600	0.02	0.010788174590380487	1471.53940516356
23650	0.02	0.013236159795786998	1805.451937152537
23700	0.02	0.008178390925044037	1115.557077447141
23750	0.02	0.010598883227126068	1445.7194948763852
23800	0.02	0.006634274234448811	904.9349247052205
23850	0.02	0.00913690060646233	1246.3006758771733
23900	0.02	0.009216442764437836	1257.1504650469808
23950	0.02	0.0090747705391377	1237.8259481512077
24000	0.02	0.00011661287410074343	15.906346152539323
24050	0.02	-0.00027284707758294327	-37.21716059406668
24100	0.02	-0.0006169344929383823	-84.1517171563879
24150	0.02	-0.004684540469939698	-638.9853852334219
24200	0.02	0.00043869550816899827	59.83938447886811
24250	0.02	-0.00017174444066283946	-23.426457361794483
24300	0.02	-0.0015385295756340932	-209.86005348614674
24350	0.02	-0.006089380531757988	-830.6097876380101
24400	0.02	-0.01097320843691031	-1496.7785773864875
24450	0.02	-0.012796132624354846	-1745.430909806313
24500	0.02	-0.012761284912346852	-1740.6775772596482
24550	0.02	-0.010005294445505403	-1364.7522028382396
24600	0.02	-0.008849451987582378	-1207.0918212096879
24650	0.02	-0.0008037616712553173	-109.63550521947974
24700	0.02	-0.004069371580732413	-555.0745017271058
24750	0.02	-0.0016859377786974056	-229.96697497084676
24800	0.02	-0.003115187289741651	-424.9208995381892
24850	0.02	-0.004191935749686	-571.7926223660827
24900	0.02	-0.0076179048815515765	-1039.1050982792465
24950	0.02	-0.006659497248161117	-908.3754195066055
25000	0.02	-0.007065165740021618	-963.7098197987818
25050	0.02	-0.009767189987005861	-1332.2740398003862
25100	0.02	-0.013257076447514126	-1808.3050312494756
25150	0.02	-0.016213905690408183	-2211.625417734348
25200	0.02	-0.01761188167888719	-2402.3135399263692
25250	0.02	-0.018641014523885915	-2542.69034991182
25300	0.02	-0.0204491639385891	-2789.3273589690984
25350	0.02	-0.02141263383844633	-2920.747546087046
25400	0.02	-0.01890016921946088	-2578.0398284892035
25450	0.02	-0.016308727845149203	-2224.5594443405116
25500	0.02	-0.016390927659439197	-2235.771745811116
25550	0.02	-0.012743898239972065	-1738.3059829449826
25600	0.02	-0.009147824684149278	-1247.7907528727521
25650	0.02	-0.006463895279263852	-881.694723662421
25700	0.02	-0.008432354978039671	-1150.19853679202
25750	0.02	-0.009334786419081077	-1273.292894862112
25800	0.02	-0.011529244308587027	-1572.6235397572625
25850	0.02	-0.007417629284535417	-1011.7869055272752
25900	0.02	0.0012170509083248365	166.00939803912982
25950	0.02	0.005754580061088929	784.9419982145679
26000	0.02	0.00943615168603988	1287.1194216201982
26050	0.02	0.008678510329616246	1183.774865818045
26100	0.02	0.011178220058943917	1524.7427781705524
26150	0.02	0.010094225019343274	1376.8826001199932
26200	0.02	0.008790807455034445	1199.0925308924336
26250	0.02	0.008859120854280637	1208.4106836576918
26300	0.02	0.013083950897297393	1784.6901863978073
26350	0.02	0.013945834019638023	1902.2536320525098
26400	0.02	0.013445571489011383	1834.0163208580514
26450	0.02	0.015399725299801615	2100.5687679135963
26500	0.02	0.011060329004589304	1508.6620843937035
26550	0.02	0.010721814891392224	1462.4877429793858
26600	0.02	0.010355821346229617	1412.565124539143
26650	0.02	0.011305480329657912	1542.1014611894955
26700	0.02	0.01141945580913297	1557.6480587964259
26750	0.02	0.010565371416814386	1441.1483833320856
26800	0.02	0.00992801846030187	1354.2115264386168
26850	0.02	0.010558253754584166	1440.1775128334052
26900	0.02	0.012437375768071786	1696.4953974570913
26950	0.02	0.011215768598838223	1529.864511750031
